COG,num_ORFs_begin,average_ORF_length,raw_alignment_length,num_ORFs_in_tree,trimmed_alignment_length,num_iterations,num_events,earliest_event_type,left_date,mid_date,right_date,exit_status,time_stamp
COG1439,60,177.05,672,56,183,200,138,spe,2898.43,2898.43,2898.43,everything_successful,2024-01-23_22:00:14
COG2385,562,436.70640569395016,14943,279,461,743,510,spe,3794.005,3794.005,3794.005,everything_successful,2023-05-30_10:16:56
COG3625,43,198.3953488372093,343,42,212,142,65,spe,2240.595,2240.595,2240.595,everything_successful,2023-05-30_11:17:54
COG0855,301,680.7342192691029,3083,268,741,730,433,spe,3025.1,3025.1,3025.1,everything_successful,2023-05-30_11:23:20
COG4778,47,231.51063829787233,292,45,249,400,61,hgt,2342.6800000000003,2291.6375,2240.595,everything_successful,2024-07-21_06:08:34
COG4779,28,337.10714285714283,448,25,368,112,35,dup,2045.6799999999998,1726.58,1407.48,everything_successful,2024-07-21_06:08:40
COG3626,47,357.06382978723406,508,45,388,166,61,hgt,2342.6800000000003,2291.6375,2240.595,everything_successful,2024-07-21_05:56:30
COG1440,40,113.925,495,39,107,200,43,spe,2464.19,2464.19,2464.19,everything_successful,2024-02-12_12:15:21
COG1444,58,619.4310344827586,1767,38,808,203,85,spe,2898.43,2898.43,2898.43,everything_successful,2023-07-17_20:03:08
COG4832,80,186.1375,369,65,217,148,80,hgt,2325.935,2176.35,2026.7649999999999,everything_successful,2023-05-30_13:57:24
COG4894,56,201.80357142857142,1091,29,235,132,42,spe,2330.49,2330.49,2330.49,everything_successful,2023-05-30_14:28:41
COG3627,45,295.7111111111111,378,45,309,209,63,spe,2240.595,2240.595,2240.595,everything_successful,2024-07-21_05:56:35
COG2403,189,409.2962962962963,838,163,447,3001,250,spe,3456.59,3456.59,3456.59,everything_successful,2024-08-18_12:16:25
COG3634,241,280.98340248962654,1444,40,533,400,55,spe,1835.635,1835.635,1835.635,everything_successful,2023-05-30_15:44:29
COG4953,137,687.2919708029198,2208,111,809,157,184,spe,3121.045,3121.045,3121.045,everything_successful,2023-05-30_15:46:08
COG2453,320,269.878125,9909,38,282,125,45,spe,1503.255,1503.255,1503.255,everything_successful,2023-05-30_15:58:51
COG0861,461,266.470715835141,2989,173,349,700,211,spe,2428.1,2428.1,2428.1,everything_successful,2023-05-30_16:42:10
COG4985,52,538.4038461538462,812,48,580,247,58,hgt,2092.525,1888.1100000000001,1683.6950000000002,everything_successful,2024-07-21_06:08:45
COG2457,47,197.14893617021278,411,47,208,224,64,spe,2518.6800000000003,2518.6800000000003,2518.6800000000003,everything_successful,2024-08-06_23:57:19
COG1446,240,303.975,1814,203,350,None,324,hgt,3160.365,2886.4224999999997,2612.48,everything_successful,2023-05-30_17:34:38
COG4986,91,522.5164835164835,1339,76,586,201,99,spe,2441.355,2441.355,2441.355,everything_successful,2024-07-21_06:08:51
COG1448,80,405.425,929,75,438,270,98,spe,3121.045,3121.045,3121.045,everything_successful,2023-05-30_18:58:29
COG3638,198,257.9343434343434,632,183,283,290,253,spe,2867.145,2867.145,2867.145,everything_successful,2023-05-30_19:19:38
COG3639,275,305.4981818181818,7185,254,279,532,351,hgt,3160.365,3013.755,2867.145,everything_successful,2024-07-21_05:56:42
COG3667,84,323.3095238095238,1628,9,473,102,8,hgt,2128.215,1064.1075,0.0,everything_successful,2024-07-21_05:56:47
COG2515,215,321.9627906976744,1953,181,367,1761,243,spe,2470.8900000000003,2470.8900000000003,2470.8900000000003,everything_successful,2023-05-30_22:55:43
COG3685,55,176.0909090909091,669,51,183,200,62,hgt,2422.145,2252.44,2082.735,everything_successful,2024-07-21_05:56:53
COG3701,33,230.66666666666666,350,33,238,140,45,hgt,1614.755,1478.7325,1342.71,everything_successful,2023-05-31_01:04:51
COG2710,440,446.57954545454544,4179,326,529,232,459,dup,3154.255,3053.5775000000003,2952.9,everything_successful,2024-07-21_03:23:18
COG3703,120,206.4,1559,38,248,200,66,spe,1728.66,1728.66,1728.66,everything_successful,2024-07-21_05:57:43
COG2807,139,389.0431654676259,1281,128,425,341,173,spe,1792.55,1792.55,1792.55,everything_successful,2024-07-21_03:23:24
COG1463,714,315.4481792717087,7684,460,326,1500,852,spe,3794.005,3794.005,3794.005,everything_successful,2023-05-31_04:13:07
COG3712,171,406.2046783625731,5549,108,378,400,149,hgt,2209.56,2003.0025,1796.445,everything_successful,2023-05-31_05:01:35
COG2813,219,269.7990867579909,4681,54,300,185,84,spe,2131.765,2131.765,2131.765,everything_successful,2023-05-31_05:11:57
COG2822,27,328.77777777777777,1323,13,393,128,18,spe,1265.28,1265.28,1265.28,everything_successful,2024-07-21_03:23:30
COG1464,160,267.74375,595,153,281,1001,219,hgt,2728.885,2661.2200000000003,2593.5550000000003,everything_successful,2024-07-21_03:17:21
COG3727,91,138.5164835164835,374,82,153,400,111,spe,2367.4350000000004,2367.4350000000004,2367.4350000000004,everything_successful,2023-05-31_08:03:20
COG1483,178,793.9606741573034,4122,63,1127,103,75,spe,2082.735,2082.735,2082.735,everything_successful,2024-08-21_04:23:47
COG2836,139,262.23741007194246,1031,125,271,1001,183,spe,2591.83,2591.83,2591.83,everything_successful,2024-07-21_03:23:35
COG2837,76,398.0921052631579,2364,15,553,102,16,hgt,1292.96,1085.3855,877.811,everything_successful,2024-07-21_03:23:41
COG3746,266,426.7894736842105,3633,94,523,134,129,spe,2571.645,2571.645,2571.645,everything_successful,2024-07-21_05:59:18
COG3769,64,291.1875,1014,53,286,200,65,hgt,2241.395,2062.245,1883.0949999999998,everything_successful,2023-05-31_11:57:58
COG3781,75,322.81333333333333,1678,68,327,104,99,spe,2154.635,2154.635,2154.635,everything_successful,2024-07-21_05:59:24
COG3793,120,152.00833333333333,1544,18,250,200,34,spe,2612.48,2612.48,2612.48,everything_successful,2024-07-21_05:59:31
COG3813,33,102.0,673,17,104,126,21,hgt,1741.4650000000001,1554.3025,1367.1399999999999,everything_successful,2023-05-31_13:34:26
COG3820,53,206.79245283018867,432,38,233,267,68,spe,1728.66,1728.66,1728.66,everything_successful,2023-05-31_15:37:17
COG2847,143,163.07692307692307,1422,132,171,1001,205,spe,2819.98,2819.98,2819.98,everything_successful,2024-07-21_03:23:47
COG2850,160,514.53125,11454,15,511,102,21,spe,1257.45,1257.45,1257.45,everything_successful,2024-03-05_04:39:45
COG3838,33,110.57575757575758,235,33,118,134,51,spe,1728.66,1728.66,1728.66,everything_successful,2023-05-31_16:18:17
COG2864,318,378.2798742138365,4741,45,698,103,65,spe,2556.01,2556.01,2556.01,everything_successful,2023-05-31_16:34:45
COG3844,122,394.1393442622951,744,107,443,200,146,spe,3300.21,3300.21,3300.21,everything_successful,2023-05-31_18:28:59
COG3901,40,670.325,2603,28,766,103,54,spe,1974.705,1974.705,1974.705,everything_successful,2023-12-27_17:05:30
COG1496,518,249.16988416988417,1963,435,280,3001,739,hgt,3456.59,3306.115,3155.64,everything_successful,2024-07-21_03:17:28
COG3938,83,327.8313253012048,560,78,345,500,101,spe,2584.325,2584.325,2584.325,everything_successful,2023-05-31_20:42:03
COG3940,57,722.8421052631579,5845,13,1204,140,29,spe,2984.585,2984.585,2984.585,everything_successful,2023-05-31_20:55:41
COG1513,43,197.90697674418604,2393,41,149,300,54,spe,2241.395,2241.395,2241.395,everything_successful,2024-07-21_03:17:33
COG2867,231,164.13852813852813,2364,228,155,863,461,spe,3573.7,3573.7,3573.7,everything_successful,2024-03-05_04:39:51
COG3949,101,335.2178217821782,740,88,367,228,141,spe,2954.6899999999996,2954.6899999999996,2954.6899999999996,everything_successful,2023-05-31_23:18:24
COG2895,202,515.8811881188119,1234,112,654,200,165,spe,3506.08,3506.08,3506.08,everything_successful,2024-07-21_03:23:52
COG1528,226,166.18584070796462,487,213,174,300,272,spe,3243.665,3243.665,3243.665,everything_successful,2024-07-21_03:17:39
COG1553,216,112.79629629629629,426,194,121,309,274,spe,3076.16,3076.16,3076.16,everything_successful,2024-07-21_03:17:44
COG2897,606,302.8960396039604,9813,410,325,351,593,spe,2880.765,2880.765,2880.765,everything_successful,2024-07-21_03:23:58
COG1563,120,110.36666666666666,1260,20,163,105,36,spe,2501.0299999999997,2501.0299999999997,2501.0299999999997,everything_successful,2024-08-22_00:17:16
COG3958,459,306.21132897603485,1582,423,329,None,669,spe,3457.54,3457.54,3457.54,everything_successful,2023-06-01_07:53:14
COG2906,246,265.5813008130081,3868,28,486,138,49,spe,1898.0349999999999,1898.0349999999999,1898.0349999999999,everything_successful,2024-07-21_03:24:04
COG1567,46,320.4347826086956,798,0,None,166,53,spe,1892.56,1892.56,1892.56,everything_successful,2023-06-01_08:08:13
COG1613,116,341.87931034482756,1405,102,370,287,158,spe,2612.48,2612.48,2612.48,everything_successful,2024-07-21_03:17:50
COG3971,244,258.97131147540983,943,232,268,332,345,hgt,2637.165,2345.0699999999997,2052.975,everything_successful,2023-06-01_11:39:35
COG2920,179,113.94972067039106,1322,169,113,1100,304,spe,2852.8500000000004,2852.8500000000004,2852.8500000000004,everything_successful,2024-07-21_03:24:09
COG1631,80,95.8375,179,80,101,331,143,spe,3099.385,3099.385,3099.385,everything_successful,2024-02-04_12:23:44
COG2922,65,157.43076923076924,204,65,161,300,134,spe,2952.9,2952.9,2952.9,everything_successful,2023-06-01_15:44:05
COG2923,45,128.88888888888889,425,40,144,144,63,hgt,2700.3950000000004,2648.4800000000005,2596.565,everything_successful,2024-07-21_03:24:15
COG1633,620,173.9967741935484,4116,334,193,400,497,spe,3549.04,3549.04,3549.04,everything_successful,2024-07-21_03:18:36
COG2924,111,97.74774774774775,716,109,94,1001,199,spe,2511.255,2511.255,2511.255,everything_successful,2024-02-04_06:37:50
COG1942,296,83.41554054054055,1173,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2023-06-01_21:49:06
COG1668,348,389.8419540229885,5699,222,442,391,353,spe,2909.195,2909.195,2909.195,everything_successful,2023-07-22_15:29:03
COG1696,386,453.18134715025906,4449,320,494,800,402,dup,3066.185,2905.1575000000003,2744.13,everything_successful,2023-06-02_03:30:23
COG2947,228,154.14912280701753,1525,211,162,2200,312,spe,3243.33,3243.33,3243.33,everything_successful,2023-06-02_05:22:43
COG1758,532,91.7687969924812,2049,188,106,1600,355,spe,2984.585,2984.585,2984.585,everything_successful,2023-06-02_10:42:32
COG2967,163,160.85889570552146,3304,159,136,None,271,spe,2728.775,2728.775,2728.775,everything_successful,2024-07-21_03:24:21
COG1785,210,461.29047619047617,8590,102,510,229,141,spe,3347.57,3347.57,3347.57,everything_successful,2024-02-04_06:39:14
COG1799,197,157.95939086294416,1467,124,177,2500,221,hgt,3456.59,3306.115,3155.64,everything_successful,2024-02-01_08:54:28
COG1814,328,259.484756097561,2508,58,371,127,80,spe,2422.145,2422.145,2422.145,everything_successful,2024-07-21_03:18:42
COG1824,47,298.6808510638298,600,24,421,102,65,spe,2898.43,2898.43,2898.43,everything_successful,2024-07-21_03:18:47
COG2998,229,301.4192139737991,5187,200,297,2700,309,spe,3456.59,3456.59,3456.59,everything_successful,2024-07-21_03:24:27
COG1863,263,162.06463878326997,996,228,179,713,317,spe,3347.57,3347.57,3347.57,everything_successful,2023-07-27_03:55:59
COG1887,108,484.212962962963,5647,21,488,103,25,spe,1407.48,1407.48,1407.48,everything_successful,2023-06-03_00:36:38
COG1889,80,231.075,672,74,238,800,138,spe,3263.21,3263.21,3263.21,everything_successful,2024-02-10_02:45:30
COG1910,215,471.1813953488372,1665,109,654,1200,250,spe,3155.64,3155.64,3155.64,everything_successful,2024-07-21_03:18:58
COG1914,457,417.9956236323851,4067,389,459,467,568,hgt,3023.46,2955.505,2887.55,everything_successful,2024-07-21_03:19:04
COG1918,764,146.9476439790576,7010,189,230,300,250,spe,2761.99,2761.99,2761.99,everything_successful,2024-07-21_03:19:10
COG1930,48,98.95833333333333,171,43,113,300,75,spe,2394.9849999999997,2394.9849999999997,2394.9849999999997,everything_successful,2024-07-21_03:19:16
COG1932,341,359.0469208211144,1635,316,402,3001,501,spe,2909.195,2909.195,2909.195,everything_successful,2023-06-04_01:27:54
COG1937,458,94.54366812227074,757,424,104,2300,630,dup,3155.64,3096.6475,3037.6549999999997,everything_successful,2023-06-04_11:08:39
COG1963,167,150.9760479041916,768,160,156,3001,263,spe,3457.54,3457.54,3457.54,everything_successful,2024-10-02_20:05:23
COG1965,34,115.70588235294117,313,34,119,139,72,spe,1994.64,1994.64,1994.64,everything_successful,2024-07-21_03:19:22
COG1966,320,540.2,2450,246,628,None,329,spe,2983.19,2983.19,2983.19,everything_successful,2023-06-04_21:04:18
COG1971,246,190.1178861788618,895,217,224,1200,331,spe,2796.04,2796.04,2796.04,everything_successful,2024-07-21_03:19:28
COG1988,221,282.03619909502265,2239,120,355,190,189,hgt,2475.615,2277.8475,2080.08,everything_successful,2023-06-05_04:17:40
COG1823,18,458.8888888888889,526,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-07-17_20:21:23
COG1757,289,475.2629757785467,2405,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-07-18_21:57:37
COG3630,18,136.44444444444446,1108,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-07-20_04:07:05
COG3067,16,450.625,545,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-07-22_15:30:39
COG3633,18,407.44444444444446,506,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-07-26_04:49:33
COG5263,47,770.5744680851063,7016,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-11-23_17:12:29
COG5297,283,657.0812720848056,29531,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-11-23_19:05:23
COG5309,53,588.7358490566038,3014,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-11-23_19:06:55
COG5434,308,535.4642857142857,17547,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-11-23_20:00:50
COG5521,1,260.0,261,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-11-23_20:02:04
COG5039,8,404.75,880,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-11-24_20:54:01
COG1333,201,496.06467661691545,6571,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-11-28_15:40:18
COG4084,3,134.0,156,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-01_18:42:21
COG4235,373,520.8981233243968,25584,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-01_20:34:58
COG4846,10,165.0,205,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-01_20:36:26
COG3925,1,563.0,564,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-05_12:06:36
COG4945,105,647.2952380952381,10555,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-05_12:09:27
COG2056,16,427.1875,534,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-13_19:24:35
COG0543,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-18_08:32:19
COG0840,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-18_08:33:21
COG0117,8,334.0,1238,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-18_11:32:35
COG1644,82,69.78048780487805,202,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2023-12-18_14:08:07
COG1761,59,100.71186440677967,412,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2023-12-22_09:13:49
COG1777,65,193.8923076923077,1140,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-22_09:14:34
COG2093,73,77.38356164383562,883,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2023-12-22_20:16:48
COG3697,18,311.22222222222223,572,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-22_21:34:44
COG1431,14,658.6428571428571,1455,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-24_19:09:10
COG3060,1,105.0,106,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-25_05:20:28
COG3283,7,529.0,1033,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-25_05:21:08
COG2732,26,145.34615384615384,739,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-25_18:43:51
COG2824,93,128.32258064516128,695,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-26_13:38:42
COG2916,27,117.44444444444444,249,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-26_21:30:07
COG2973,22,101.0,218,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-26_23:07:34
COG3160,15,156.26666666666668,202,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_01:13:19
COG0454,28,340.07142857142856,767,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_04:00:51
COG1221,20,762.0,1580,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_04:01:32
COG3373,9,112.33333333333333,129,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_06:07:54
COG3398,47,295.27659574468083,1590,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_07:05:17
COG3423,30,167.43333333333334,812,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_07:05:58
COG3609,206,96.99029126213593,2046,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2023-12-27_08:28:19
COG3710,68,510.6470588235294,4716,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_16:33:22
COG1317,362,257.65193370165747,3369,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_16:59:36
COG3722,7,168.42857142857142,223,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_17:03:53
COG3831,69,503.2608695652174,7884,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_17:05:22
COG3888,11,344.3636363636364,619,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_17:06:04
COG3905,99,90.68686868686869,400,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2023-12-27_17:06:52
COG4008,9,276.1111111111111,436,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_17:25:34
COG4109,248,349.60483870967744,2140,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_17:32:08
COG4197,16,147.4375,392,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_18:40:04
COG4344,12,142.5,348,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-27_18:40:45
COG4533,17,588.5294117647059,1122,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_06:04:27
COG4568,13,90.38461538461539,144,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_06:05:07
COG4578,12,134.83333333333334,269,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_06:05:49
COG2134,3,247.66666666666666,275,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_07:11:55
COG4776,1,644.0,645,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_07:25:42
COG4800,14,160.35714285714286,192,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_07:26:22
COG4860,19,169.31578947368422,203,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_07:27:04
COG4886,465,667.8451612903226,44919,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_10:46:31
COG4888,29,110.86206896551724,355,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_10:47:09
COG4903,6,166.33333333333334,193,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_10:47:49
COG5108,18,861.3333333333334,2527,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_15:50:48
COG5164,2,599.5,842,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_15:51:29
COG5190,18,363.6666666666667,1891,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_15:52:08
COG5450,108,69.62037037037037,214,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2023-12-28_20:11:24
COG5566,26,98.11538461538461,201,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_20:12:05
COG5625,20,137.1,732,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_20:13:24
COG5631,14,185.92857142857142,252,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_20:14:06
COG5662,274,256.6131386861314,4593,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_20:21:38
COG5665,2,1159.5,1675,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-28_20:22:18
COG4650,16,510.6875,583,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-30_09:34:26
COG5503,3,72.33333333333333,81,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-30_10:03:47
COG3311,467,97.91648822269808,2659,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-30_10:07:32
COG1372,252,971.3611111111111,22584,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-30_14:21:46
COG4750,7,320.2857142857143,820,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-30_16:53:16
COG1705,58,386.2241379310345,2837,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2023-12-30_16:54:54
COG3154,28,176.03571428571428,374,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-02_09:44:39
COG4623,194,416.33505154639175,4124,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-02_22:38:38
COG3468,32,1403.6875,12047,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-02_22:41:05
COG3015,14,175.28571428571428,566,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-02_22:42:24
COG4678,24,429.6666666666667,4612,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-02_22:43:08
COG3418,19,158.3684210526316,197,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-03_01:44:24
COG3475,61,311.1639344262295,2781,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-04_00:29:50
COG3675,98,450.2244897959184,5734,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-04_00:32:56
COG3890,2,315.5,350,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-04_06:52:39
COG4247,48,602.0625,4980,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-04_13:14:40
COG4281,46,136.7826086956522,1168,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-04_13:15:52
COG4395,94,310.0744680851064,1824,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-04_13:17:46
COG4781,6,388.0,716,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-05_06:55:03
COG4850,48,367.8541666666667,1269,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-05_06:58:05
COG4982,7,1900.0,3481,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-05_07:01:04
COG5083,8,382.625,538,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-05_07:02:26
COG0699,12,678.0833333333334,953,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-06_00:07:51
COG0827,29,374.9655172413793,1078,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-06_00:12:27
COG1107,17,613.8823529411765,952,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-06_04:38:33
COG1111,43,770.2558139534884,2222,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-06_05:13:22
COG3188,33,812.030303030303,2520,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-07_21:00:31
COG3419,213,1102.7042253521126,33300,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-08_06:53:55
COG4726,74,242.59459459459458,2125,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-08_06:55:23
COG0230,385,48.467532467532465,447,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-01-15_20:17:32
COG0257,398,38.53266331658291,214,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-15_20:29:04
COG3770,80,348.0375,2505,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_11:58:45
COG3772,72,254.73611111111111,3503,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_11:59:47
COG3774,57,362.8421052631579,3499,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_12:00:43
COG3895,21,209.47619047619048,685,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_12:38:10
COG3942,69,380.5652173913044,6605,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_12:39:14
COG3955,3,221.0,269,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_14:00:14
COG3966,4,403.0,442,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_14:00:56
COG2356,167,629.4670658682635,28861,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_18:52:47
COG4238,4,122.0,261,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_21:23:55
COG4282,15,293.93333333333334,1043,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_21:24:37
COG4305,12,431.9166666666667,2006,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_21:25:18
COG4421,59,520.5084745762712,5228,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_21:26:22
COG4424,15,356.26666666666665,763,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-16_21:27:06
COG4571,10,337.5,590,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-17_11:37:45
COG4588,6,220.0,356,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-17_11:38:29
COG4591,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-17_11:39:10
COG4785,99,439.14141414141415,10844,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-17_11:41:50
