Clade, Date (MYA)
GCF.000021985.1.Bacteria.Proteobacteria,47.67279999999937
GCA.002747435.1.Bacteria.Proteobacteria,47.67279999999937
2433.26_2131.09,2337.9728
2336.27_2009.64,2228.2818
GCF.001641825.1.Bacteria.Proteobacteria,47.681800000000294
2174.6_1802.94,2047.9168
GCF.001614315.2.Bacteria.Proteobacteria,47.676800000000185
1939.79_1483.78,1774.8418000000001
GCA.002746645.1.Bacteria.Proteobacteria,47.681800000000294
GCA.002699105.1.Bacteria.Bacteroidota,47.681800000000294
2303.08_1974.86,2193.3518
2181.41_1815.16,2054.4528
GCA.002386945.1.Bacteria.Proteobacteria,47.67280000000028
2002.84_1565.08,1845.9978
GCA.002728355.1.Bacteria.Proteobacteria,47.67780000000039
GCA.002007405.1.Bacteria.Proteobacteria,47.67780000000039
GCA.001735895.1.Bacteria.Proteobacteria,47.681799999999384
2533.91_2248.2,2446.6973
2431.81_2133.18,2337.8163
2247.81_1887.68,2125.2053
GCF.002958735.1.Bacteria.Proteobacteria,47.67529999999988
GCF.000239355.1.Bacteria.Proteobacteria,47.67529999999988
2326.89_2005.06,2223.0573
2214.09_1856.87,2093.7643
GCF.001051235.1.Bacteria.Proteobacteria,47.674299999999675
GCA.002862435.1.Bacteria.Proteobacteria,47.674299999999675
GCA.002255365.1.Bacteria.Proteobacteria,47.67730000000029
2502.58_2213.48,2415.041
2432.98_2133.14,2339.1494
2336.84_2021.09,2233.6784
2146.1_1778.99,2023.8483999999999
GCF.900112605.1.Bacteria.Proteobacteria,47.67839999999978
GCF.000374645.1.Bacteria.Proteobacteria,47.67839999999978
GCA.002432655.1.Bacteria.Proteobacteria,47.67839999999978
2165.59_1826.73,2049.3044
2033.36_1657.73,1899.6224000000002
1791.46_1340.54,1615.9124000000002
GCA.003155415.1.Bacteria.Proteobacteria,47.6824000000006
GCA.003137095.1.Bacteria.Proteobacteria,47.6824000000006
GCA.002868855.1.Bacteria.Proteobacteria,47.6824000000006
2076.74_1714.31,1949.636
GCA.003228965.1.Bacteria.Proteobacteria,47.676000000000386
1917.52_1495.05,1764.08
GCA.002688175.1.Bacteria.Proteobacteria,47.67999999999938
GCA.002338605.1.Bacteria.Proteobacteria,47.67999999999938
2458.58_2165.99,2369.1247
2406.05_2110.57,2316.1193
2350.69_2050.64,2258.2228999999998
GCA.002085445.1.Bacteria.Proteobacteria,47.67289999999957
None,2194.0777999999996
2061.78_1698.11,1939.0947999999994
GCF.001720165.1.Bacteria.Proteobacteria,47.67479999999978
GCF.000024725.1.Bacteria.Proteobacteria,47.67479999999978
None,2064.5357999999997
2002.91_1629.28,1877.8427999999994
GCA.002454015.1.Bacteria.Proteobacteria,47.68279999999959
GCA.002389045.1.Bacteria.Proteobacteria,47.68279999999959
1996.49_1631.91,1874.7937999999995
1713.35_1281.47,1559.5857999999994
GCA.002292285.1.Bacteria.Proteobacteria,47.67579999999907
GCA.002170535.1.Bacteria.Proteobacteria,47.67579999999907
GCA.002007425.1.Bacteria.Proteobacteria,47.673799999999574
2311.95_2007.45,2218.0903
2205.19_1887.24,2102.6902999999998
2073.3_1720.93,1955.8132999999998
GCF.000815225.1.Bacteria.Proteobacteria,47.68329999999969
GCF.000300295.4.Bacteria.Proteobacteria,47.68329999999969
2109.42_1778.47,2001.5722999999998
GCF.003097315.1.Bacteria.Proteobacteria,47.682299999999486
1978.58_1613.79,1857.3543
GCF.003612015.1.Bacteria.Proteobacteria,47.674299999999675
1717.52_1270.06,1560.4072999999999
GCF.003052605.1.Bacteria.Proteobacteria,47.67730000000029
GCF.000284615.1.Bacteria.Proteobacteria,47.67730000000029
2186.77_1859.3,2081.9943
2112.88_1771.07,2000.6416999999997
1936.54_1548.86,1801.3756999999996
GCA.002796245.1.Bacteria.Proteobacteria,47.67569999999978
GCA.002707205.1.Bacteria.Proteobacteria,47.67569999999978
GCA.002469885.1.Bacteria.Proteobacteria,47.68170000000009
2111.75_1770.83,1999.219
GCA.001801745.1.Bacteria.Proteobacteria,47.67900000000009
2042.71_1696.09,1927.1947
GCA.002404295.1.Bacteria.Proteobacteria,47.674700000000485
1958.98_1592.03,1831.0692
GCA.002429595.1.Bacteria.Proteobacteria,47.67919999999958
1837.98_1411.95,1678.2502
GCA.002732805.1.Bacteria.Proteobacteria,47.680199999999786
GCA.001801285.1.Bacteria.Proteobacteria,47.680199999999786
2362.51_2059.74,2267.5157
2302.89_1990.85,2204.4871
2185.15_1829.83,2065.0651
GCF.002020875.1.Bacteria.Proteobacteria,47.675099999999475
GCF.001697225.1.Bacteria.Proteobacteria,47.675099999999475
GCA.002840095.1.Bacteria.Proteobacteria,47.67709999999988
2233.72_1908.5,2128.0867
2065.68_1654.2,1923.1976999999997
GCA.003230085.1.Bacteria.Proteobacteria,47.67769999999928
GCA.002400775.1.Bacteria.Proteobacteria,47.67769999999928
2120.83_1757.31,2000.8057
GCA.001464965.1.Bacteria.Proteobacteria,47.67569999999978
GCA.001447805.1.Bacteria.Proteobacteria,47.67569999999978
2982.77_2638.66,2862.6382000000003
GCA.002395105.1.Bacteria.Proteobacteria,47.67820000000029
2328.01_1819.43,2146.2602
GCF.000021725.1.Bacteria.Campylobacterota,47.680199999999786
GCA.000830255.1.Bacteria.Campylobacterota,47.680199999999786
3280.99_2992.89,3192.0644
3084.96_2785.38,2988.2924000000003
2923.59_2583.7,2806.5974
GCA.002898535.1.Bacteria.Acidobacteriota,47.67739999999958
2603.05_2187.24,2452.6404
GCA.002335385.1.Bacteria.Acidobacteriota,47.68040000000019
None,2245.5654000000004
GCA.002010665.1.Bacteria.Acidobacteriota,47.67540000000099
GCA.001775755.1.Bacteria.Acidobacteriota,47.67540000000099
3005.21_2701.47,2904.6802
2826.67_2477.39,2705.6702
GCA.002789615.1.Bacteria.Acidobacteriota,47.680199999999786
2675.97_2270.44,2533.6052
GCA.002747255.1.Bacteria.Acidobacteriota,47.675200000000586
GCA.002298155.1.Bacteria.Acidobacteriota,47.675200000000586
2942.95_2629.27,2837.9128
GCA.002731215.1.Bacteria.Acidobacteriota,47.67280000000028
2850.89_2538.09,2745.6781
2771.91_2452.75,2666.0977000000003
2639.97_2287.08,2518.6057
GCA.002712885.1.Bacteria.Acidobacteriota,47.67570000000069
2523.34_2133.88,2386.2826999999997
GCA.003155335.1.Bacteria.Acidobacteriota,47.67270000000008
GCA.002238705.1.Bacteria.Acidobacteriota,47.67270000000008
2624.66_2284.57,2510.1657
2486.27_2105.23,2352.2556999999997
2216.57_1744.39,2047.2477
GCA.003223975.1.Bacteria.Acidobacteriota,47.677700000000186
GCA.002483445.1.Bacteria.Acidobacteriota,47.677700000000186
GCA.002451015.1.Bacteria.Acidobacteriota,47.67569999999978
2444.95_2072.95,2314.0287
GCA.003222815.1.Bacteria.Acidobacteriota,47.67869999999948
2277.79_1876.82,2135.8557
GCA.003224665.1.Bacteria.Acidobacteriota,47.67570000000069
2189.24_1772.9,2041.8059000000003
GCA.003131705.1.Bacteria.Acidobacteriota,47.67590000000018
2127.24_1691.75,1968.8646000000003
2047.7_1564.9,1871.6305000000002
GCA.003152325.1.Bacteria.Acidobacteriota,47.68050000000039
GCA.003140235.1.Bacteria.Acidobacteriota,47.68050000000039
GCA.001767075.1.Bacteria.Acidobacteriota,47.67460000000028
2733.41_2407.5,2625.0181000000002
2577.83_2190.85,2443.3341
2440.88_2036.86,2299.4681
2250.44_1790.01,2085.2501
GCA.003223635.1.Bacteria.Acidobacteriota,47.68010000000049
GCA.003152095.1.Bacteria.Acidobacteriota,47.68010000000049
GCA.003133645.1.Bacteria.Acidobacteriota,47.678100000000086
GCA.002327305.1.Bacteria.Acidobacteriota,47.67410000000018
2626.53_2264.72,2499.8691
2433.06_1994.76,2272.2551
GCA.003223995.1.Bacteria.Acidobacteriota,47.675099999999475
GCA.003223145.1.Bacteria.Acidobacteriota,47.675099999999475
GCA.001664505.1.Bacteria.Acidobacteriota,47.67910000000029
3234.81_2944.98,3145.3136999999997
3181.51_2889.84,3090.6321
3069.2_2746.98,2961.7010999999998
GCA.003230535.1.Bacteria.SZUA.182,47.68109999999979
2916.96_2551.19,2791.8691
GCA.002347965.1.Bacteria.UBA2233,47.67910000000029
GCA.001775255.1.Bacteria.Desulfobacterota.D,47.67910000000029
3076.13_2769.52,2977.1021
None,2812.6171
2740.21_2358.81,2606.8971
2488.94_2001.88,2311.7571
GCA.001914955.1.Bacteria.Nitrospirota,47.67709999999988
GCA.001803875.1.Bacteria.Nitrospirota,47.67709999999988
2586.88_2153.33,2433.3010999999997
GCA.001805205.1.Bacteria.Nitrospirota,47.68109999999979
GCA.001803815.1.Bacteria.Nitrospirota,47.68109999999979
2810.4_2450.44,2688.0141
2503.33_2048.57,2341.5861
GCA.003235715.1.Bacteria.Nitrospirota,47.67609999999968
2333.23_1821.81,2146.7251
GCA.003153275.1.Bacteria.Nitrospirota,47.675099999999475
GCA.002011735.1.Bacteria.Nitrospirota,47.675099999999475
2649.26_2222.28,2498.5831
GCA.003454665.1.Bacteria.Nitrospirota,47.67309999999998
GCA.001803795.1.Bacteria.Nitrospirota,47.67309999999998
2791.15_2373.95,2648.1940999999997
GCA.003220615.1.Bacteria.Methylomirabilota,47.67409999999927
GCA.001771285.1.Bacteria.Methylomirabilota,47.67409999999927
3206.1_2915.36,3114.8647
3046.49_2729.74,2942.1796999999997
2912.14_2580.91,2802.1377
2767.72_2329.16,2608.4637000000002
GCF.900079095.1.Bacteria.Tectomicrobia,47.67370000000028
GCA.002238965.1.Bacteria.UBA8248,47.67370000000028
2768.8_2397.74,2642.3896999999997
2677.33_2274.58,2537.5726999999997
2575.43_2152.32,2423.7837
GCA.003229375.1.Bacteria.Nitrospinota,47.67370000000028
GCA.002705185.1.Bacteria.Nitrospinota,47.67370000000028
GCA.002500605.1.Bacteria.Nitrospinota,47.67270000000008
GCA.001803565.1.Bacteria.Nitrospinota.B,47.679699999999684
GCA.001790645.1.Bacteria.Schekmanbacteria,47.679699999999684
3166.46_2876.12,3077.1045
3062.93_2771.04,2971.2995
3010.27_2715.15,2918.0386
2953.24_2652.29,2856.7999
2758.96_2397.79,2634.4658999999997
GCA.003170555.1.Bacteria.FEN.1099,47.675899999999274
GCA.001799195.1.Bacteria.Bdellovibrionota,47.675899999999274
2858.98_2547.7,2757.3359
2785.83_2456.54,2675.2173999999995
GCA.002787535.1.Bacteria.Bdellovibrionota,47.67739999999958
2648.53_2299.51,2531.5134
GCA.001798135.1.Bacteria.UBA10199,47.673399999999674
2564.17_2199.07,2437.9892999999997
GCA.001798715.1.Bacteria.UBA10199,47.679299999999785
2459.42_2072.5,2321.0712999999996
GCA.002796325.1.Bacteria.UBA10199,47.68129999999928
2326.52_1904.55,2172.4673
GCA.001798185.1.Bacteria.UBA10199,47.67730000000029
GCA.001798075.1.Bacteria.UBA10199,47.67730000000029
2753.73_2420.14,2638.9789
2635.44_2277.02,2509.8549
2563.53_2186.72,2427.691
GCA.002342225.1.Bacteria.Bdellovibrionota,47.680999999999585
GCA.001798265.1.Bacteria.Bdellovibrionota.E,47.680999999999585
GCA.001797335.1.Bacteria.Bdellovibrionota.E,47.67489999999998
2599.71_2229.09,2467.8478999999998
2486.04_2077.46,2338.2738999999997
GCA.002715375.1.Bacteria.Bdellovibrionota,47.673899999999776
GCA.002321895.1.Bacteria.Bdellovibrionota,47.673899999999776
GCA.001769805.1.Bacteria.Bdellovibrionota,47.67789999999968
None,2859.5437
2816.13_2499.43,2711.5087
2592.48_2184.85,2447.0467
GCA.003230795.1.Bacteria.Bdellovibrionota.C,47.67669999999998
GCA.002343185.1.Bacteria.Bdellovibrionota.C,47.67669999999998
2661.77_2315.41,2540.8187
GCA.002311335.1.Bacteria.Desulfobacterota.B,47.67869999999948
2549.94_2186.41,2420.3247
GCA.002238415.1.Bacteria.Desulfobacterota.B,47.674699999999575
2422.94_2036.81,2284.0427
2237.3_1792.88,2074.3607
GCA.002898795.1.Bacteria.Desulfobacterota.B,47.68069999999989
GCA.002050235.1.Bacteria.Desulfobacterota.B,47.68069999999989
2343.87_1929.13,2192.1151
GCA.003161515.1.Bacteria.Desulfobacterota.B,47.675099999999475
GCA.001798565.1.Bacteria.Desulfobacterota.B,47.675099999999475
2914.26_2610.61,2814.7601999999997
2754.6_2403.08,2633.8512
GCA.002328485.1.Bacteria.Desulfobacterota.G,47.68119999999999
GCA.001797815.1.Bacteria.RBG.13.61.14,47.68119999999999
2807.06_2495.35,2703.9121999999998
2736.71_2354.89,2605.9094999999998
GCA.003247575.1.Bacteria.Myxococcota.A,47.67950000000019
GCA.002731275.1.Bacteria.Myxococcota,47.67950000000019
2756.33_2442.35,2649.2371000000003
2727.21_2409.33,2620.7036
2633.61_2303.78,2520.2165999999997
2544.35_2198.69,2421.4696999999996
2393.11_2012.56,2255.5746999999997
GCA.002841945.1.Bacteria.Myxococcota,47.674699999999575
GCA.002789955.1.Bacteria.Myxococcota,47.674699999999575
2464.68_2098.01,2331.0164999999997
GCA.002863065.1.Bacteria.Myxococcota,47.67649999999958
2333.61_1934.43,2188.1065
GCA.002728755.1.Bacteria.Myxococcota,47.67650000000049
GCA.002726535.1.Bacteria.Myxococcota,47.67650000000049
2275.98_1839.9,2115.6666
GCA.002724675.1.Bacteria.Myxococcota.A,47.67659999999978
GCA.002707085.1.Bacteria.Myxococcota.A,47.67659999999978
2568.84_2227.78,2450.2286000000004
GCA.002699025.1.Bacteria.Myxococcota,47.67860000000019
2488.25_2139.58,2365.5312000000004
2359.5_1962.17,2216.5512000000003
GCF.000737335.2.Bacteria.Proteobacteria,47.68119999999999
GCA.002841825.1.Bacteria.Myxococcota,47.68119999999999
2375.3_1996.22,2239.9142
GCA.002747355.1.Bacteria.Myxococcota,47.67420000000038
2142.21_1687.75,1974.9162000000001
GCA.003170275.1.Bacteria.Myxococcota,47.67619999999988
GCA.002344285.1.Bacteria.Myxococcota,47.67619999999988
2649.83_2322.22,2538.9901
2611.91_2274.06,2493.7158
2461.92_2074.49,2322.7768
GCA.002721815.1.Bacteria.Myxococcota,47.676800000000185
GCA.002696345.1.Bacteria.Myxococcota,47.676800000000185
GCA.001798605.1.Bacteria.Myxococcota,47.67579999999998
2468.96_2084.7,2332.5231
GCA.002309015.1.Bacteria.Myxococcota,47.67309999999998
GCA.001768075.1.Bacteria.Myxococcota,47.67309999999998
2977.09_2678.86,2880.0532
2894.15_2582.14,2791.7713
2872.64_2554.27,2768.7649
2725.16_2357.64,2598.8129
GCF.001611275.1.Bacteria.Desulfobacterota,47.67290000000048
GCA.002327765.1.Bacteria.Desulfobacterota.E,47.67290000000048
2688.39_2293.48,2547.5969
GCF.000266945.1.Bacteria.Desulfobacterota,47.67689999999948
GCA.001896555.1.Bacteria.Desulfobacterota,47.67689999999948
2761.44_2391.31,2632.0153
GCA.003232385.1.Bacteria.SZUA.79,47.67529999999988
GCA.001797415.1.Bacteria.Desulfobacterota,47.67529999999988
2881.55_2572.88,2780.6573
2762.98_2431.13,2652.0233
2699.69_2331.13,2570.2599999999998
GCA.002010915.1.Bacteria.Desulfobacterota,47.67999999999938
GCA.001830835.1.Bacteria.Desulfobacterota,47.67999999999938
2561.03_2175.63,2425.5603
GCA.002782605.1.Bacteria.Desulfobacterota,47.68029999999999
2474.98_2056.95,2327.4436
GCA.002327985.1.Bacteria.Desulfobacterota,47.67360000000008
GCA.001304105.1.Bacteria.Desulfobacterota,47.67360000000008
2733.26_2408.59,2621.8442999999997
2671.83_2334.09,2555.2640999999994
2546.99_2168.72,2409.9230999999995
2320.01_1870.84,2153.3130999999994
GCA.003194485.1.Bacteria.Desulfobacterota,47.67309999999907
GCA.002877985.1.Bacteria.Desulfobacterota,47.67309999999907
GCA.002347095.1.Bacteria.Desulfobacterota,47.67309999999907
2555.16_2193.89,2430.9730999999997
2382.24_1962.87,2232.5960999999998
GCA.007244385.1.Bacteria.Desulfobacterota,47.67609999999968
GCA.002899795.1.Bacteria.Desulfobacterota,47.67609999999968
GCA.002011835.1.Bacteria.Desulfobacterota,47.67309999999907
2660.72_2319.98,2540.6827
2589.76_2222.43,2460.1602
GCF.000620765.1.Bacteria.Desulfobacterota.I,47.680199999999786
GCA.001797675.1.Bacteria.Desulfobacterota,47.680199999999786
2585.68_2232.86,2459.6342999999997
2408.81_1996.97,2256.7482999999997
GCF.000195295.1.Bacteria.Desulfobacterota,47.67829999999958
GCA.001577715.1.Bacteria.Desulfobacterota,47.67829999999958
2320.43_1894.28,2164.0173
GCA.001751085.1.Bacteria.Desulfobacterota,47.67730000000029
GCA.000961655.1.Bacteria.Desulfobacterota,47.67730000000029
3068.25_2758.17,2969.1634999999997
2832.73_2416.37,2688.5654999999997
GCA.001873295.1.Bacteria.CG2.30.70.394,47.675500000000284
GCA.001873285.1.Bacteria.CG2.30.53.67,47.675500000000284
2862.76_2473.5,2733.1755
GCA.002897695.1.Bacteria.BMS3Abin14,47.675500000000284
GCA.000739515.1.Bacteria.Moduliflexota,47.675500000000284
3339.4_3047.31,3247.8815
3259.48_2963.1,3167.1678
2780.82_2327.05,2620.3078
GCA.001577135.1.Bacteria.Cloacimonadota,47.67780000000039
GCA.001412425.1.Bacteria.Cloacimonadota,47.67780000000039
3226.79_2923.63,3129.59
GCA.001774505.1.Bacteria.RBG.13.66.14,47.68000000000029
3102.42_2784.5,2997.167
3042.26_2700.16,2926.1348
GCA.002441125.1.Bacteria.WOR.3,47.67479999999978
2716.32_2267.77,2555.7698
GCA.002366635.1.Bacteria.WOR.3,47.67979999999989
GCA.001771735.1.Bacteria.WOR.3,47.67979999999989
3028.8_2689.64,2915.9575999999997
2968.85_2609.18,2842.7673
2841.11_2439.92,2700.9983
GCA.002366725.1.Bacteria.WOR.3,47.67829999999958
GCA.002256535.1.Bacteria.WOR.3,47.67829999999958
GCA.002215665.1.Bacteria.WOR.3,47.67730000000029
GCA.001412365.1.Bacteria.WOR.3,47.677599999999984
3238.13_2946.68,3146.9205
3155.32_2851.79,3058.2937
2945.47_2579.17,2816.1587
2682.06_2162.46,2489.0557
GCA.003221825.1.Bacteria.Gemmatimonadota,47.67569999999978
GCA.002348465.1.Bacteria.Gemmatimonadota,47.67569999999978
GCA.001780825.1.Bacteria.Gemmatimonadota,47.67869999999948
2794.79_2407.16,2658.1747
GCA.001789205.1.Bacteria.Fibrobacterota,47.674700000000485
2733.33_2334.58,2591.7751
2547.45_2101.59,2384.5891
2371.39_1857.94,2174.6291
GCA.003455335.1.Bacteria.Fibrobacterota,47.67910000000029
GCA.002449765.1.Bacteria.Fibrobacterota,47.67910000000029
GCA.002414805.1.Bacteria.Fibrobacterota,47.67910000000029
GCA.001045525.1.Bacteria.Fibrobacterota,47.675100000000384
3202.8_2909.97,3110.1636
3117.96_2822.82,3022.7589
2995.92_2695.14,2895.9438999999998
2892.99_2556.87,2779.2718999999997
GCA.003477045.1.Bacteria.Delongbacteria,47.68189999999959
2659.64_2251.72,2513.2038999999995
GCA.002898195.1.Bacteria.AABM5.125.24,47.673899999999776
GCA.002127415.1.Bacteria.AABM5.125.24,47.673899999999776
2941.79_2638.32,2841.7092999999995
2895.96_2590.05,2793.1746
2614.44_2266.12,2491.3246
2495.43_2114.16,2357.9615999999996
2308.24_1855.35,2141.5555999999997
GCA.002724735.1.Bacteria.Marinisomatota,47.67559999999958
GCA.002712165.1.Bacteria.Proteobacteria,47.67559999999958
GCA.002347855.1.Bacteria.Marinisomatota,47.68159999999989
2428.56_2028.66,2285.3186
GCA.002452555.1.Bacteria.Marinisomatota,47.67860000000019
GCA.001872685.1.Bacteria.Marinisomatota,47.67860000000019
2781.49_2457.91,2671.3235999999997
2566.06_2206.3,2439.4955999999997
GCF.000013045.1.Bacteria.Bacteroidota,47.67559999999958
2298.82_1889.49,2149.9896
GCA.003167015.1.Bacteria.Bacteroidota,47.67960000000039
2109.26_1677.22,1951.2846
1989.55_1528.63,1815.9155999999998
GCF.001280305.1.Bacteria.Bacteroidota,47.67559999999958
GCA.001769655.1.Bacteria.Bacteroidota,47.67559999999958
1974.3_1526.71,1807.0036
GCA.002483345.1.Bacteria.Bacteroidota,47.67360000000008
1840.42_1379.28,1668.9326
GCF.900116225.1.Bacteria.Bacteroidota,47.68260000000009
1676.49_1190.48,1492.1766000000002
GCA.002455375.1.Bacteria.Bacteroidota,47.67659999999978
1496.26_999.625,1301.8276
GCF.900489485.1.Bacteria.Bacteroidota,47.677599999999984
GCA.001769385.1.Bacteria.Bacteroidota,47.677599999999984
None,2503.0386
GCF.001535965.1.Bacteria.Bacteroidota,47.67859999999928
2531.68_2189.36,2414.8205999999996
GCA.003158365.1.Bacteria.Bacteroidota,47.680599999999686
2437.09_2087.46,2316.0650999999993
2180.25_1751.72,2024.4790999999996
GCA.003158475.1.Bacteria.Bacteroidota,47.67909999999938
GCA.002779395.1.Bacteria.Bacteroidota,47.67909999999938
2367.29_1996.28,2234.7428999999993
GCA.002763895.1.Bacteria.Bacteroidota,47.68289999999888
2272.37_1872.84,2131.1378999999993
GCA.003151215.1.Bacteria.Bacteroidota,47.67789999999968
2073.5_1607.31,1900.6868999999992
GCA.002898675.1.Bacteria.Bacteroidota,47.67689999999948
GCA.001567195.1.Bacteria.Bacteroidota,47.67689999999948
2831.41_2508.15,2721.7612999999997
2652.49_2291.64,2527.0362999999998
2408.55_1968.73,2247.6733
GCA.002327255.1.Bacteria.KSB1,47.67329999999947
GCA.002085355.1.Bacteria.KSB1,47.67329999999947
GCA.002011685.1.Bacteria.JdFR.76,47.67630000000008
2744.85_2390.53,2619.6372999999994
2525.04_2102.81,2375.3052999999995
GCF.001886815.1.Bacteria.Calditrichota,47.67529999999988
GCA.002049825.1.Bacteria.Calditrichota,47.67529999999988
GCA.001304035.1.Bacteria.SM23.31,47.67729999999938
3025.53_2709.92,2918.7518999999998
2605.39_2153.88,2439.9058999999997
GCA.002428525.1.Bacteria.UBP14,47.675899999999274
GCA.002085385.1.Bacteria.UBP14,47.675899999999274
2816.04_2452.65,2690.3098999999997
GCA.003105265.1.Bacteria.Zixibacteria,47.67990000000009
2680.46_2288.47,2541.4278999999997
2532.44_2110.03,2382.9329
2391.17_1917.61,2218.5888999999997
GCA.002791595.1.Bacteria.Zixibacteria,47.678899999999885
GCA.001775395.1.Bacteria.Zixibacteria,47.678899999999885
GCA.001302725.1.Bacteria.Zixibacteria,47.68289999999979
GCA.000447245.1.Bacteria.Zixibacteria,47.67789999999968
3144.77_2848.8,3050.3628
3046.3_2732.66,2943.1048
2957.96_2604.95,2835.8358
GCA.002414865.1.Bacteria.Fermentibacterota,47.67579999999998
2795.8_2390.54,2654.7968
GCA.002790835.1.Bacteria.Krumholzibacteriota,47.676800000000185
GCA.002403295.1.Bacteria.Krumholzibacteriota,47.676800000000185
2864.65_2504.81,2741.9698
GCA.002686915.1.Bacteria.ARS69,47.67979999999989
2521.79_2036.65,2347.5658
GCA.003235575.1.Bacteria.Eisenbacteria,47.67579999999998
GCA.001780165.1.Bacteria.Eisenbacteria,47.67579999999998
3083.7_2776.47,2982.3839
GCA.002686955.1.Bacteria.Gemmatimonadota.A,47.673899999999776
3021.45_2710.66,2918.6129
2890.28_2521.2,2765.9839
GCA.002084765.1.Bacteria.4572.55,47.673899999999776
GCA.001304015.1.Bacteria.TA06.A,47.673899999999776
3000.65_2685.09,2894.7204
2790.7_2380.34,2646.0654
GCA.001777915.1.Bacteria.Edwardsbacteria,47.67540000000008
GCA.001303705.1.Bacteria.TA06,47.67540000000008
2800.05_2439.13,2676.4244
2556.02_2098.74,2392.2563999999998
GCA.002727195.1.Bacteria.Latescibacterota,47.676399999999376
GCA.002693325.1.Bacteria.Latescibacterota,47.676399999999376
2702.33_2306.29,2562.4304
GCA.002049985.1.Bacteria.Latescibacterota,47.68040000000019
2625.74_2197.97,2473.2646999999997
GCA.002059205.1.Bacteria.Latescibacterota,47.674699999999575
GCA.000403035.1.Bacteria.Latescibacterota,47.674699999999575
3481.64_3188.98,3392.6034999999997
3349.14_3002.77,3233.7744999999995
3134.24_2609.57,2939.1935
GCA.003174035.1.Bacteria.Dependentiae,47.673499999999876
GCA.002501535.1.Bacteria.UBP7,47.673499999999876
2895.06_2431.3,2736.2684999999997
GCF.000160475.1.Bacteria.Fusobacteriota,47.678499999999076
GCA.002313635.1.Bacteria.Fusobacteriota,47.678499999999076
3404.95_3110.14,3315.6875999999997
3067.3_2681.87,2934.8426
GCF.000233775.1.Bacteria.Synergistota,47.672599999999875
GCA.001443005.1.Bacteria.Synergistota,47.672599999999875
3351.29_3049.2,3258.8241
3261.47_2951.05,3163.2119
3154.85_2820.17,3043.2358999999997
2612.68_2112.18,2427.0728999999997
2368.61_1794.17,2152.2248999999997
GCF.000021285.1.Bacteria.Thermotogota,47.67489999999907
GCA.003538775.1.Bacteria.Thermotogota,47.67489999999907
GCA.002878315.1.Bacteria.Thermotogota,47.67289999999957
3006.51_2630.89,2872.5618999999997
GCA.002878375.1.Bacteria.Dictyoglomota,47.67190000000028
2777.02_2341.91,2617.9658999999997
GCF.000378005.1.Bacteria.Coprothermobacterota,47.675899999999274
2621.46_2133.69,2438.3898999999997
GCA.002877955.1.Bacteria.Caldisericota,47.67990000000009
GCA.002428295.1.Bacteria.Caldisericota,47.67990000000009
3182.06_2848.35,3071.4264999999996
3036.76_2685.48,2918.7635
GCF.001547735.1.Bacteria.Thermosulfidibacterota,47.673499999999876
2850.84_2454.82,2712.1025
GCF.000421485.1.Bacteria.Aquificota,47.67249999999967
2693.96_2256.65,2534.4565
2334.5_1807.17,2141.3315
GCF.900142435.1.Bacteria.Aquificota,47.68149999999969
GCF.000021565.1.Bacteria.Aquificota,47.68149999999969
GCA.002898315.1.Bacteria.Calescibacterota,47.67649999999958
GCA.002011615.1.Bacteria.WOR.3,47.67649999999958
3225.98_2878.08,3108.6620999999996
2463.66_1934.99,2272.5600999999997
GCA.002010365.1.Bacteria.Bipolaricaulota,47.680099999999584
2196.66_1588.89,1968.9490999999998
GCA.003535305.1.Bacteria.Bipolaricaulota,47.67910000000029
GCA.001778455.1.Bacteria.Bipolaricaulota,47.67910000000029
GCA.000353875.1.Bacteria.Atribacterota,47.68209999999999
3554.71_3267.28,3470.6524
3482.84_3195.34,3399.5955
3366.34_3077.38,3278.6584999999995
3303.17_2999.39,3209.8158
3187.31_2833.58,3067.3698
GCA.900313515.1.Bacteria.Eremiobacterota,47.67979999999989
2544.35_1951.61,2327.9898
GCA.003244105.1.Bacteria.Eremiobacterota,47.67979999999989
GCA.003167155.1.Bacteria.Eremiobacterota,47.67979999999989
GCA.002410925.1.Bacteria.UBP13,47.67579999999998
3292.49_2990.45,3196.8566
GCA.002898935.1.Bacteria.CSP1.3,47.67659999999978
3239.82_2937.07,3144.8813
3042.64_2690.84,2924.1452999999997
2796.46_2369.46,2647.6083
GCA.002898895.1.Bacteria.Armatimonadota,47.67829999999958
2575.42_2079.59,2390.4322999999995
2480.29_1961.31,2288.8882999999996
GCF.000427095.1.Bacteria.Armatimonadota,47.67829999999958
GCA.003134215.1.Bacteria.Armatimonadota,47.67829999999958
GCA.002431715.1.Bacteria.Armatimonadota,47.67229999999927
2834.39_2351.83,2664.9653
GCA.002898555.1.Bacteria.Armatimonadota,47.67529999999988
GCA.002352215.1.Bacteria.Armatimonadota,47.67529999999988
3147.54_2819.48,3040.5433
2951.68_2540.84,2810.1342999999997
GCA.002898575.1.Bacteria.Armatimonadota,47.674299999999675
GCA.002435745.1.Bacteria.UBP15,47.674299999999675
3050.26_2700.3,2935.1933
2761.53_2296.96,2598.5353
GCF.002973605.1.Bacteria.Armatimonadota,47.67529999999988
GCA.002779825.1.Bacteria.Armatimonadota,47.67529999999988
2940.69_2539.4,2805.0002999999997
GCA.002409445.1.Bacteria.Armatimonadota,47.68029999999999
