COG,metadata,polarity,correlation,corr_above_0.6
COG3710,log_depth,positive,0.561734767,FALSE
COG4206,Mean_Temperature,negative,-0.724281693,TRUE
COG4262,size_fraction,positive,NA,NA
COG4785,log_depth,positive,0.530269398,FALSE
COG2969,sqrt_iron,positive,0.22313994,FALSE
COG0087,Mean_Temperature,positive,0.524156575,FALSE
COG0654,log_depth,negative,-0.708526642,TRUE
COG4402,size_fraction,positive,NA,NA
COG5444,size_fraction,positive,NA,NA
COG2110,log_depth,positive,0.602200532,TRUE
COG1534,log_depth,positive,0.573959361,FALSE
COG3063,log_depth,positive,0.601104629,TRUE
COG5314,log_depth,positive,0.555307303,FALSE
COG1429,sqrt_iron,negative,-0.268944924,FALSE
COG1617,Mean_Oxygen,negative,-0.403735832,FALSE
COG3191,Mean_Oxygen,negative,-0.497964066,FALSE
COG3456,log_PO4,positive,0.572972918,FALSE
COG3889,log_NO2NO3,positive,0.517896725,FALSE
COG0344,Mean_Temperature,positive,0.732789669,TRUE
COG1646,size_fraction,positive,NA,NA
COG1656,Mean_Oxygen,negative,-0.545368139,FALSE
COG4558,Mean_Oxygen,positive,0.085864801,FALSE
COG2991,sqrt_iron,positive,0.279978482,FALSE
COG4167,log_depth,positive,0.520027884,FALSE
COG4604,log_depth,positive,0.36866478,FALSE
COG4733,size_fraction,negative,NA,NA
COG0561,size_fraction,positive,NA,NA
COG1739,log_depth,positive,0.528816464,FALSE
COG3199,size_fraction,positive,NA,NA
COG1131,log_depth,positive,0.669054324,TRUE
COG1387,log_depth,positive,0.526596131,FALSE
COG2866,log_depth,positive,0.347781791,FALSE
COG2225,log_depth,negative,-0.694176118,TRUE
COG2905,log_PO4,positive,0.486639982,FALSE
COG2956,Mean_Oxygen,negative,-0.307035644,FALSE
COG1099,log_depth,positive,0.417368612,FALSE
COG5379,log_PO4,negative,-0.055455058,FALSE
COG4271,log_PO4,positive,0.545908537,FALSE
COG5265,sqrt_iron,positive,0.403969037,FALSE
COG0151,log_depth,negative,-0.507717623,FALSE
COG2127,size_fraction,negative,NA,NA
COG1198,log_depth,negative,-0.653454861,TRUE
COG5010,log_depth,positive,0.588067265,FALSE
COG1223,Mean_Salinity,negative,-0.333329405,FALSE
COG4654,sqrt_iron,positive,0.335341185,FALSE
COG2095,log_PO4,positive,0.672175647,TRUE
COG3071,sqrt_iron,positive,0.104761387,FALSE
COG0163,size_fraction,positive,NA,NA
COG3314,log_depth,positive,0.568467525,FALSE
COG1881,Absolute_Latitude,positive,0.209687347,FALSE
COG2187,Mean_Oxygen,negative,-0.496331134,FALSE
COG4374,log_depth,positive,0.555341739,FALSE
COG1944,log_depth,positive,0.430833956,FALSE
COG0770,sqrt_iron,negative,-0.222867389,FALSE
COG0169,log_PO4,negative,-0.519212194,FALSE
COG1523,log_NO2NO3,negative,-0.42238108,FALSE
COG4953,log_depth,positive,0.60928123,TRUE
COG1154,log_depth,negative,-0.654006718,TRUE
COG1414,log_PO4,positive,0.479905353,FALSE
COG3693,log_depth,negative,-0.53477458,FALSE
COG0388,Mean_Oxygen,negative,-0.55279991,FALSE
COG3784,log_depth,positive,0.450462155,FALSE
COG3668,log_depth,positive,0.597522189,FALSE
COG5212,Mean_Oxygen,negative,-0.466197162,FALSE
COG1915,log_NO2NO3,positive,0.504064964,FALSE
COG3344,log_depth,positive,0.609561281,TRUE
COG3060,log_depth,positive,0.502362171,FALSE
COG0105,log_PO4,negative,-0.515417958,FALSE
COG1588,Absolute_Latitude,positive,0.115038896,FALSE
COG1716,log_depth,positive,0.628815282,TRUE
COG4519,log_PO4,positive,0.366921635,FALSE
COG4801,Mean_Salinity,positive,-0.027835557,FALSE
COG0535,Mean_Oxygen,negative,-0.551601891,FALSE
COG0542,sqrt_iron,negative,-0.23070079,FALSE
COG4275,log_depth,positive,0.522202499,FALSE
COG0672,Mean_Oxygen,negative,-0.189129769,FALSE
COG3621,log_depth,negative,-0.318510814,FALSE
COG1529,Mean_Oxygen,negative,-0.415395681,FALSE
COG1231,Mean_Oxygen,negative,-0.415273355,FALSE
COG0349,log_depth,negative,-0.71943867,TRUE
COG1902,sqrt_iron,positive,0.295993777,FALSE
COG4911,log_depth,positive,0.726565966,TRUE
COG5026,log_PO4,negative,-0.522929817,FALSE
COG1403,log_PO4,negative,-0.655462907,TRUE
COG2368,log_depth,positive,0.698122882,TRUE
COG2380,size_fraction,positive,NA,NA
COG3737,sqrt_iron,positive,0.162191641,FALSE
COG5663,log_depth,positive,0.244355594,FALSE
COG4263,Mean_Oxygen,negative,-0.63231564,TRUE
COG0483,sqrt_iron,negative,0.001290918,FALSE
COG2706,size_fraction,positive,NA,NA
COG0460,log_depth,negative,-0.620685264,TRUE
COG1928,Mean_Oxygen,negative,-0.2617282,FALSE
COG1160,size_fraction,negative,NA,NA
COG1854,log_PO4,positive,0.443754804,FALSE
COG2181,Mean_Temperature,negative,-0.780380451,TRUE
COG3687,log_depth,positive,0.587212517,FALSE
COG0699,log_depth,positive,0.520272489,FALSE
COG5302,log_depth,positive,0.55139477,FALSE
COG0507,Mean_Temperature,negative,-0.081554136,FALSE
COG2312,size_fraction,positive,NA,NA
COG2354,log_depth,positive,0.578880164,FALSE
COG0108,log_depth,negative,-0.708070857,TRUE
COG0451,size_fraction,negative,NA,NA
COG2105,sqrt_iron,positive,0.339964086,FALSE
COG0123,log_depth,negative,-0.712990653,TRUE
COG0656,size_fraction,positive,NA,NA
COG4453,log_depth,positive,0.509410761,FALSE
COG1760,log_PO4,positive,0.598438525,FALSE
COG1915,Mean_Oxygen,negative,-0.351496805,FALSE
COG1043,log_depth,negative,-0.62719137,TRUE
COG3595,log_PO4,positive,0.601421359,TRUE
COG3875,size_fraction,positive,NA,NA
COG0078,log_depth,negative,-0.541979693,FALSE
COG3607,log_NO2NO3,negative,0.292264093,FALSE
COG4145,log_depth,positive,0.56969093,FALSE
COG1204,log_depth,positive,0.68812964,TRUE
COG1315,log_depth,positive,0.638077013,TRUE
COG4671,log_depth,positive,0.306383882,FALSE
COG1852,log_depth,positive,0.628788412,TRUE
COG2271,log_depth,positive,0.659596002,TRUE
COG3573,log_depth,positive,0.43163411,FALSE
COG5401,size_fraction,positive,NA,NA
COG0307,log_depth,negative,-0.757624065,TRUE
COG2910,size_fraction,positive,NA,NA
COG1894,sqrt_iron,positive,0.323487585,FALSE
COG1019,log_depth,positive,0.689046529,TRUE
COG1195,Mean_Oxygen,positive,0.326108691,FALSE
COG1514,log_depth,positive,0.739467034,TRUE
COG3439,size_fraction,positive,NA,NA
COG1832,log_NO2NO3,positive,0.45950494,FALSE
COG2304,size_fraction,positive,NA,NA
COG0676,log_depth,positive,0.409106854,FALSE
COG0676,log_PO4,positive,0.52900319,FALSE
COG1760,log_depth,positive,0.547391258,FALSE
COG2966,log_depth,positive,0.583558341,FALSE
COG3290,sqrt_iron,positive,0.326361402,FALSE
COG3836,log_depth,positive,0.429586732,FALSE
COG0826,size_fraction,positive,NA,NA
COG1250,log_NO2NO3,positive,0.704737863,TRUE
COG1370,log_depth,positive,0.663342081,TRUE
COG4880,log_depth,positive,0.459684365,FALSE
COG1697,log_depth,positive,0.685196067,TRUE
COG1858,sqrt_iron,positive,0.101535662,FALSE
COG0026,Mean_Oxygen,positive,0.355658481,FALSE
COG1894,Mean_Oxygen,negative,-0.025091562,FALSE
COG2829,log_depth,positive,0.590508598,FALSE
COG5517,Mean_Temperature,positive,-0.289853712,FALSE
COG1422,log_depth,positive,0.706239506,TRUE
COG0006,Mean_Oxygen,negative,-0.268207833,FALSE
COG3253,Mean_Oxygen,negative,-0.412260779,FALSE
COG3979,size_fraction,positive,NA,NA
COG2818,log_depth,positive,0.654138413,TRUE
COG2071,log_depth,positive,0.297142742,FALSE
COG1608,log_depth,positive,0.687726009,TRUE
COG3713,log_depth,positive,0.580457915,FALSE
COG3645,Mean_Temperature,positive,-0.260854492,FALSE
COG1599,log_depth,positive,0.694718357,TRUE
COG4860,log_depth,positive,0.563676364,FALSE
COG3363,Mean_Temperature,positive,-0.386820157,FALSE
COG0749,log_depth,negative,-0.658459559,TRUE
COG1980,Mean_Salinity,positive,-0.04935914,FALSE
COG2602,size_fraction,positive,NA,NA
COG2957,Mean_Oxygen,negative,-0.013910302,FALSE
COG3269,Mean_Salinity,positive,0.058800979,FALSE
COG4690,Mean_Oxygen,negative,-0.471785939,FALSE
COG1140,log_depth,positive,0.624359182,TRUE
COG0412,Mean_Salinity,positive,0.098406565,FALSE
COG1089,sqrt_iron,negative,-0.350481506,FALSE
COG1683,size_fraction,positive,NA,NA
COG2090,log_depth,positive,0.684748489,TRUE
COG4230,log_PO4,positive,0.65427373,TRUE
COG5589,log_depth,positive,0.519201294,FALSE
COG3885,log_depth,positive,0.315052905,FALSE
COG1577,log_depth,positive,0.702040214,TRUE
COG4268,log_PO4,positive,0.759119003,TRUE
COG4123,Mean_Oxygen,positive,0.426866734,FALSE
COG1199,log_depth,positive,0.58245295,FALSE
COG1395,Mean_Oxygen,negative,-0.478487785,FALSE
COG1847,log_depth,positive,0.221744833,FALSE
COG4046,log_depth,positive,0.694308728,TRUE
COG2345,size_fraction,positive,NA,NA
COG5507,log_depth,positive,0.65737439,TRUE
COG4965,log_depth,positive,0.614110563,TRUE
COG1582,size_fraction,positive,NA,NA
COG1096,log_depth,positive,0.67842029,TRUE
COG4950,log_depth,positive,0.428291824,FALSE
COG0109,log_NO2NO3,positive,0.294629364,FALSE
COG2859,sqrt_iron,negative,-0.378171732,FALSE
COG3768,log_depth,positive,0.57106726,FALSE
COG5029,size_fraction,positive,NA,NA
COG0328,log_depth,negative,-0.749268007,TRUE
COG3865,sqrt_iron,positive,-0.015463763,FALSE
COG1418,log_depth,positive,0.619898184,TRUE
COG3940,Mean_Oxygen,positive,-0.239661601,FALSE
COG3476,log_depth,negative,-0.6999256,TRUE
COG1051,log_depth,positive,0.596108624,FALSE
COG3804,log_depth,positive,0.410079554,FALSE
COG0779,size_fraction,negative,NA,NA
COG1649,sqrt_iron,positive,0.107112551,FALSE
COG3104,Mean_Oxygen,positive,0.563425184,FALSE
COG3134,Mean_Temperature,negative,-0.757569969,TRUE
COG0261,log_depth,negative,-0.724356232,TRUE
COG3090,Mean_Oxygen,positive,0.621212063,TRUE
COG0043,sqrt_iron,positive,0.042737628,FALSE
COG1250,size_fraction,positive,NA,NA
COG1404,size_fraction,positive,NA,NA
COG1461,size_fraction,positive,NA,NA
COG2979,log_depth,positive,0.537230465,FALSE
COG3059,log_PO4,positive,0.450644537,FALSE
COG3367,sqrt_iron,positive,0.04891012,FALSE
COG4565,sqrt_iron,positive,0.356972976,FALSE
COG4725,Absolute_Latitude,negative,-0.257874964,FALSE
COG4747,Mean_Oxygen,negative,-0.260057948,FALSE
COG4922,size_fraction,positive,NA,NA
COG5006,sqrt_iron,positive,0.154937439,FALSE
COG4293,log_depth,positive,0.673149817,TRUE
COG2716,log_PO4,positive,0.566255267,FALSE
COG2263,size_fraction,positive,NA,NA
COG3505,log_depth,positive,0.586575896,FALSE
COG0163,sqrt_iron,positive,0.040049003,FALSE
COG1093,log_depth,positive,0.686325065,TRUE
COG1328,Mean_Oxygen,negative,-0.365518613,FALSE
COG1534,log_PO4,positive,0.486733401,FALSE
COG3055,size_fraction,positive,NA,NA
COG3900,size_fraction,positive,NA,NA
COG3975,size_fraction,positive,NA,NA
COG4606,size_fraction,positive,NA,NA
COG1817,size_fraction,positive,NA,NA
COG4339,Mean_Oxygen,negative,-0.488605613,FALSE
COG0401,log_depth,positive,0.538509318,FALSE
COG1283,log_PO4,positive,0.745195161,TRUE
COG3675,size_fraction,negative,NA,NA
COG5524,sqrt_iron,positive,0.129229437,FALSE
COG5039,log_depth,positive,0.415189853,FALSE
COG1162,Mean_Oxygen,positive,0.382897542,FALSE
COG3607,log_depth,positive,0.434156435,FALSE
COG0113,log_depth,negative,-0.641200055,TRUE
COG3975,sqrt_iron,positive,0.020264834,FALSE
COG3150,Mean_Oxygen,positive,0.456448828,FALSE
COG5424,log_depth,positive,0.716300228,TRUE
COG1484,log_depth,positive,0.683336405,TRUE
COG1666,log_depth,negative,-0.667543978,TRUE
COG4653,Absolute_Latitude,negative,-0.154375244,FALSE
COG0338,log_depth,positive,0.643047534,TRUE
COG1648,Mean_Oxygen,negative,-0.111842256,FALSE
COG4150,log_depth,positive,0.489395026,FALSE
COG0520,Mean_Oxygen,negative,-0.316126136,FALSE
COG4642,Mean_Oxygen,negative,-0.168605037,FALSE
COG0277,sqrt_iron,positive,0.430798582,FALSE
COG0412,size_fraction,positive,NA,NA
COG1574,sqrt_iron,positive,0.046278166,FALSE
COG2404,log_depth,positive,0.541394692,FALSE
COG3106,log_depth,positive,0.552739646,FALSE
COG1899,size_fraction,positive,NA,NA
COG0039,log_NO2NO3,positive,0.222724641,FALSE
COG2036,Mean_Oxygen,negative,-0.383612579,FALSE
COG3065,log_depth,positive,0.530868045,FALSE
COG3934,log_depth,positive,0.675429454,TRUE
COG4929,size_fraction,positive,NA,NA
COG1257,log_NO2NO3,positive,0.598330394,FALSE
COG2968,size_fraction,positive,NA,NA
COG2147,log_depth,positive,0.67538175,TRUE
COG3072,log_depth,positive,0.684166841,TRUE
COG1644,log_depth,positive,0.678692678,TRUE
COG4692,size_fraction,positive,NA,NA
COG1716,Mean_Oxygen,negative,-0.603766318,TRUE
COG2023,size_fraction,positive,NA,NA
COG3078,log_PO4,positive,0.334159077,FALSE
COG1382,Mean_Oxygen,negative,-0.368253875,FALSE
COG0699,size_fraction,positive,NA,NA
COG1362,sqrt_iron,positive,0.457183608,FALSE
COG3677,Mean_Oxygen,negative,-0.34187753,FALSE
COG1581,log_NO2NO3,positive,0.570262516,FALSE
COG2990,log_PO4,positive,0.286608859,FALSE
COG5518,sqrt_iron,positive,-0.20728848,FALSE
COG1976,log_depth,positive,0.650933806,TRUE
COG0389,log_depth,negative,-0.645025074,TRUE
COG0425,Mean_Oxygen,negative,-0.213252397,FALSE
COG3682,log_depth,positive,0.617123387,TRUE
COG4962,log_depth,positive,0.59744354,FALSE
COG0103,log_NO2NO3,positive,-0.520873928,FALSE
COG2451,sqrt_iron,positive,0.181326843,FALSE
COG2062,log_PO4,negative,-0.45242517,FALSE
COG3092,log_depth,positive,0.514039562,FALSE
COG2103,size_fraction,positive,NA,NA
COG0377,log_PO4,negative,0.04234538,FALSE
COG1204,size_fraction,positive,NA,NA
COG1873,log_depth,positive,0.381570349,FALSE
COG3102,Absolute_Latitude,positive,-0.115278621,FALSE
COG3869,Mean_Oxygen,negative,-0.277594566,FALSE
COG0773,log_depth,negative,-0.667148518,TRUE
COG2135,log_PO4,negative,-0.614703576,TRUE
COG2388,log_depth,positive,0.637044584,TRUE
COG1783,Mean_Oxygen,positive,0.433866091,FALSE
COG0367,Mean_Salinity,positive,0.06313153,FALSE
COG2019,log_depth,positive,0.711016923,TRUE
COG3536,sqrt_iron,positive,0.376045132,FALSE
COG3614,log_PO4,positive,0.533577066,FALSE
COG4606,log_depth,positive,0.483625155,FALSE
COG1368,log_PO4,positive,0.708107421,TRUE
COG1748,log_NO2NO3,positive,-0.10644965,FALSE
COG1151,Mean_Oxygen,negative,-0.275168279,FALSE
COG2036,log_depth,positive,0.686110722,TRUE
COG3298,sqrt_iron,positive,0.183481484,FALSE
COG3963,log_depth,positive,0.610644708,TRUE
COG2402,Mean_Oxygen,negative,-0.273415394,FALSE
COG0427,size_fraction,positive,NA,NA
COG2107,size_fraction,positive,NA,NA
COG2194,Mean_Temperature,negative,-0.792153779,TRUE
COG1736,log_depth,positive,0.685944255,TRUE
COG5268,log_depth,positive,0.536729918,FALSE
COG4334,Mean_Salinity,positive,-0.275411023,FALSE
COG3006,log_PO4,positive,0.014934837,FALSE
COG3451,log_depth,positive,0.623133699,TRUE
COG2906,log_depth,positive,0.449713456,FALSE
COG2170,Mean_Oxygen,negative,-0.601094666,TRUE
COG3015,size_fraction,positive,NA,NA
COG0484,log_NO2NO3,positive,0.28748269,FALSE
COG1002,size_fraction,positive,NA,NA
COG2224,Mean_Oxygen,negative,0.114143908,FALSE
COG4391,log_depth,positive,0.302690348,FALSE
COG5491,Mean_Oxygen,negative,-0.344305082,FALSE
COG0631,log_depth,positive,0.544757045,FALSE
COG4999,log_PO4,positive,0.065160571,FALSE
COG4559,log_PO4,positive,0.096244997,FALSE
COG3043,log_PO4,positive,0.463856341,FALSE
COG2004,log_depth,positive,0.009674605,FALSE
COG0826,sqrt_iron,positive,0.292368685,FALSE
COG2986,size_fraction,positive,NA,NA
COG3212,log_depth,positive,0.418295985,FALSE
COG4388,log_depth,positive,0.562616326,FALSE
COG1405,log_depth,positive,0.674689831,TRUE
COG3066,log_PO4,positive,0.47166928,FALSE
COG3026,log_depth,positive,0.427120432,FALSE
COG3418,log_depth,positive,0.30784663,FALSE
COG3109,log_depth,positive,0.540770308,FALSE
COG3824,log_depth,positive,0.663749458,TRUE
COG4324,size_fraction,positive,NA,NA
COG0345,log_depth,negative,-0.691629085,TRUE
COG1698,size_fraction,positive,NA,NA
COG2977,log_depth,positive,0.672182353,TRUE
COG0606,sqrt_iron,positive,0.255621123,FALSE
COG0828,log_depth,negative,-0.728784495,TRUE
COG1187,Mean_Oxygen,positive,0.372409994,FALSE
COG1915,size_fraction,positive,NA,NA
COG3665,sqrt_iron,positive,0.324915835,FALSE
COG3865,log_depth,positive,0.346601516,FALSE
COG3900,sqrt_iron,positive,0.164944078,FALSE
COG4170,log_depth,positive,0.514778529,FALSE
COG4957,log_depth,positive,0.628659746,TRUE
COG1975,sqrt_iron,positive,0.066408121,FALSE
COG1372,log_NO2NO3,negative,-0.579678738,FALSE
COG5530,size_fraction,positive,NA,NA
COG3164,Mean_Temperature,negative,-0.77825815,TRUE
COG2023,Mean_Temperature,positive,-0.430143238,FALSE
COG0729,log_depth,positive,0.673408241,TRUE
COG3427,log_depth,positive,0.652225252,TRUE
COG4895,log_PO4,positive,0.530693512,FALSE
COG0225,sqrt_iron,negative,-0.112178033,FALSE
COG1055,log_NO2NO3,positive,0.718432984,TRUE
COG1808,sqrt_iron,positive,0.106670628,FALSE
COG2140,Mean_Salinity,positive,-0.04019651,FALSE
COG3005,sqrt_iron,positive,0.295111161,FALSE
COG5421,size_fraction,positive,NA,NA
COG1280,sqrt_iron,positive,0.113677695,FALSE
COG1217,Mean_Temperature,negative,0.037910541,FALSE
COG1339,size_fraction,positive,NA,NA
COG1620,Mean_Temperature,positive,-0.200069263,FALSE
COG1872,Mean_Oxygen,negative,-0.438447668,FALSE
COG1902,log_PO4,positive,0.58504659,FALSE
COG2382,log_depth,positive,0.548570312,FALSE
COG2983,sqrt_iron,positive,0.288386442,FALSE
COG3940,log_depth,positive,0.539374745,FALSE
COG0679,log_depth,negative,-0.694254317,TRUE
COG5618,size_fraction,positive,NA,NA
COG2987,size_fraction,positive,NA,NA
COG4063,sqrt_iron,positive,0.264313535,FALSE
COG0847,Mean_Oxygen,positive,0.552274513,FALSE
COG0357,Mean_Oxygen,positive,0.485538813,FALSE
COG4969,log_depth,positive,0.682724984,TRUE
COG0128,sqrt_iron,negative,-0.217934434,FALSE
COG1522,sqrt_iron,positive,0.055267773,FALSE
COG2247,Mean_Salinity,positive,0.142985664,FALSE
COG1002,log_depth,positive,0.572117528,FALSE
COG3062,log_PO4,positive,0.355447899,FALSE
COG0106,log_depth,negative,-0.645235092,TRUE
COG0433,size_fraction,positive,NA,NA
COG1628,Mean_Temperature,positive,-0.404740327,FALSE
COG3799,Absolute_Latitude,positive,0.029916012,FALSE
COG3805,log_depth,positive,0.071034302,FALSE
COG5255,sqrt_iron,positive,0.166950043,FALSE
COG3189,log_depth,positive,0.548143939,FALSE
COG0491,log_NO2NO3,positive,0.424676924,FALSE
COG0436,Mean_Oxygen,negative,-0.005335591,FALSE
COG2380,Mean_Salinity,positive,0.399380781,FALSE
COG3205,log_depth,positive,0.575994745,FALSE
COG0762,size_fraction,negative,NA,NA
COG2159,sqrt_iron,positive,0.239183053,FALSE
COG4399,log_depth,positive,0.639030766,TRUE
COG0235,sqrt_iron,positive,0.388698174,FALSE
COG3619,log_depth,positive,0.579108938,FALSE
COG4773,log_depth,positive,0.553494825,FALSE
COG1278,Mean_Oxygen,negative,-0.062930392,FALSE
COG2265,sqrt_iron,positive,0.135362743,FALSE
COG4681,log_depth,positive,0.539060318,FALSE
COG1665,log_depth,positive,0.686891486,TRUE
COG4633,log_depth,positive,0.488987296,FALSE
COG0483,log_depth,negative,-0.628417968,TRUE
COG2976,Mean_Temperature,negative,-0.80333266,TRUE
COG2372,log_depth,positive,0.569022106,FALSE
COG0702,Mean_Oxygen,positive,0.355515655,FALSE
COG1313,log_depth,positive,0.562208954,FALSE
COG1448,Mean_Oxygen,positive,0.41845767,FALSE
COG2106,log_depth,positive,0.695419096,TRUE
COG3620,log_NO2NO3,positive,0.709409179,TRUE
COG4117,log_depth,positive,0.684247274,TRUE
COG5630,Mean_Temperature,negative,0.02140421,FALSE
COG1591,log_depth,positive,0.514299942,FALSE
COG3236,log_PO4,positive,0.527711469,FALSE
COG3797,log_depth,positive,0.601188341,TRUE
COG1967,size_fraction,positive,NA,NA
COG3029,log_depth,positive,0.624898544,TRUE
COG3671,Mean_Oxygen,positive,-0.207099799,FALSE
COG0726,log_NO2NO3,positive,0.689792876,TRUE
COG1704,log_depth,positive,0.513432476,FALSE
COG4392,Mean_Oxygen,positive,0.405126505,FALSE
COG5607,Mean_Oxygen,negative,-0.25769888,FALSE
COG1697,size_fraction,positive,NA,NA
COG0658,sqrt_iron,positive,0.283155958,FALSE
COG4301,Absolute_Latitude,positive,0.231956137,FALSE
COG1988,Mean_Oxygen,positive,0.620095467,TRUE
COG3345,sqrt_iron,positive,0.180096033,FALSE
COG0685,Mean_Oxygen,negative,-0.195294886,FALSE
COG5008,log_depth,positive,0.626439453,TRUE
COG3470,sqrt_iron,negative,-0.730433438,TRUE
COG4564,log_depth,positive,0.539859152,FALSE
COG2071,log_NO2NO3,positive,0.272326722,FALSE
COG4446,sqrt_iron,negative,-0.166561846,FALSE
COG0400,log_depth,negative,-0.690062883,TRUE
COG1774,sqrt_iron,positive,0.004661243,FALSE
COG3110,log_depth,positive,0.307556497,FALSE
COG3846,log_depth,positive,0.571376545,FALSE
COG4067,log_depth,positive,0.129759838,FALSE
COG4959,log_depth,positive,0.540044082,FALSE
COG3129,log_depth,positive,0.48842213,FALSE
COG1453,sqrt_iron,negative,-0.151438421,FALSE
COG3342,sqrt_iron,positive,0.315338023,FALSE
COG3547,log_depth,positive,0.608998635,TRUE
COG3907,log_depth,positive,0.608304753,TRUE
COG3256,size_fraction,positive,NA,NA
COG3285,log_depth,positive,0.614082732,TRUE
COG1698,log_depth,positive,0.660257571,TRUE
COG3014,size_fraction,positive,NA,NA
COG0242,size_fraction,negative,NA,NA
COG0465,sqrt_iron,negative,-0.226355615,FALSE
COG2084,sqrt_iron,positive,0.417427967,FALSE
COG2510,log_depth,positive,0.52324327,FALSE
COG3215,sqrt_iron,positive,0.294654079,FALSE
COG3456,log_depth,positive,0.584248362,FALSE
COG5048,Mean_Temperature,positive,0.025440118,FALSE
COG4948,log_depth,positive,0.618774989,TRUE
COG4924,log_depth,positive,0.506491678,FALSE
COG4261,log_depth,positive,0.654816205,TRUE
COG3550,log_depth,positive,0.615341305,TRUE
COG3169,log_depth,positive,0.561169329,FALSE
COG3976,size_fraction,positive,NA,NA
COG4579,log_PO4,positive,0.571140613,FALSE
COG5491,size_fraction,positive,NA,NA
COG4762,size_fraction,positive,NA,NA
COG0227,log_depth,negative,-0.682124628,TRUE
COG0348,log_depth,positive,0.663150698,TRUE
COG4988,log_depth,positive,0.452457024,FALSE
COG2938,log_PO4,positive,0.405597504,FALSE
COG3276,Mean_Oxygen,negative,-0.502178745,FALSE
COG3678,log_depth,positive,0.539438185,FALSE
COG1562,Mean_Oxygen,positive,0.338595811,FALSE
COG2910,log_depth,positive,0.362227753,FALSE
COG3575,log_depth,positive,0.523268622,FALSE
COG5482,Mean_Temperature,negative,-0.827640985,TRUE
COG4174,log_depth,positive,0.598024474,FALSE
COG1572,log_depth,positive,0.272203138,FALSE
COG3154,Mean_Oxygen,negative,-0.512728168,FALSE
COG0549,size_fraction,positive,NA,NA
COG1317,log_depth,positive,0.646252257,TRUE
COG1321,log_NO2NO3,positive,0.669869788,TRUE
COG1500,log_depth,positive,0.692274264,TRUE
COG3098,log_PO4,positive,0.308143996,FALSE
COG1916,log_depth,positive,0.605217415,TRUE
COG3207,size_fraction,positive,NA,NA
COG3880,Mean_Oxygen,negative,-0.291117028,FALSE
COG1146,Mean_Oxygen,negative,-0.061007335,FALSE
COG2246,sqrt_iron,negative,-0.153686434,FALSE
COG4474,log_depth,positive,0.249542946,FALSE
COG4878,log_NO2NO3,negative,0.412173995,FALSE
COG3964,Mean_Salinity,positive,-0.171299963,FALSE
COG2096,log_depth,positive,0.438261806,FALSE
COG1900,size_fraction,positive,NA,NA
COG4383,size_fraction,positive,NA,NA
COG4618,Mean_Oxygen,positive,-0.036372957,FALSE
COG1439,size_fraction,positive,NA,NA
COG1654,log_depth,positive,0.691829984,TRUE
COG2832,log_depth,positive,0.033248208,FALSE
COG1639,log_depth,positive,0.424204543,FALSE
COG4544,Mean_Salinity,positive,-0.007289876,FALSE
COG1546,log_PO4,negative,-0.646774347,TRUE
COG4579,log_depth,positive,0.608902712,TRUE
COG0526,log_NO2NO3,positive,-0.200577164,FALSE
COG1809,Mean_Salinity,positive,0.428947312,FALSE
COG3237,log_depth,positive,0.565792472,FALSE
COG2915,sqrt_iron,positive,0.235296876,FALSE
COG1201,Mean_Temperature,positive,0.053335836,FALSE
COG3964,log_depth,positive,0.644281019,TRUE
COG1583,log_depth,positive,0.428114515,FALSE
COG4658,Mean_Temperature,negative,-0.614331421,TRUE
COG0247,Mean_Oxygen,negative,-0.251522633,FALSE
COG1111,log_depth,positive,0.687874167,TRUE
COG1148,log_depth,positive,0.664996177,TRUE
COG1441,log_depth,positive,0.61437542,TRUE
COG1628,log_NO2NO3,positive,0.522709846,FALSE
COG1933,log_depth,positive,0.367473426,FALSE
COG2849,log_depth,positive,0.666927328,TRUE
COG3128,log_NO2NO3,negative,-0.558379586,FALSE
COG3150,log_depth,negative,-0.641621274,TRUE
COG3385,log_depth,positive,0.649723624,TRUE
COG3583,log_depth,positive,0.616192757,TRUE
COG4228,log_depth,positive,0.340451615,FALSE
COG4815,log_PO4,positive,0.341732513,FALSE
COG5400,Mean_Salinity,positive,0.154182132,FALSE
COG1156,log_depth,positive,0.679759773,TRUE
COG2850,sqrt_iron,positive,0.339546575,FALSE
COG1164,Mean_Temperature,positive,-0.362469279,FALSE
COG1887,log_depth,positive,0.607179285,TRUE
COG4536,log_depth,negative,-0.620517696,TRUE
COG1041,size_fraction,positive,NA,NA
COG2200,log_depth,positive,0.577891625,FALSE
COG2425,Mean_Temperature,positive,0.473252289,FALSE
COG3850,Mean_Oxygen,negative,-0.305827682,FALSE
COG1747,size_fraction,positive,NA,NA
COG3967,size_fraction,positive,NA,NA
COG0700,log_depth,positive,0.64699554,TRUE
COG3015,log_depth,positive,0.454681983,FALSE
COG2514,log_depth,positive,0.646136402,TRUE
COG4341,log_NO2NO3,positive,0.03223481,FALSE
COG0820,Mean_Oxygen,positive,0.465711429,FALSE
COG3048,size_fraction,positive,NA,NA
COG2118,log_NO2NO3,positive,0.480446572,FALSE
COG2914,sqrt_iron,positive,0.265033318,FALSE
COG2012,log_depth,positive,0.698208353,TRUE
COG4792,Mean_Temperature,positive,0.09698503,FALSE
COG1974,log_depth,negative,-0.716015814,TRUE
COG4046,log_NO2NO3,positive,0.507025818,FALSE
COG2336,log_PO4,positive,0.445062646,FALSE
